sn	wn	nw	let	l	f	p	word	log_freq	bigram	pos_bigram	len	logitpred	spm	spu	sp1	rv1	sp5	rv5	sp10	rv10	sp15	rv15	sp20	rv20	sp25	rv25	sp30	rv30	sp50	rv50	sp100	rv100	freq.pm	scaled.freq	scaled.log.freq	log.rv100	scaled.log.rv100	freq.class	spu.class	sp100.class	rv1.class	rv100.class
122	8	10	2.13733905579399	5	1.64187153611041	-2.552972737	Tiefe	1.3717825	7.023759	15.822097	0.2	-2.55297274	5.357534	0.684804733887326	4.98513254402	329.841252523	1.9816371501	445.085139536	1.91664036551	445.085139536	1.83133925578	445.085139536	1.99386837093	445.085139536	2.29727049018	445.085139536	2.24287750559	445.085139536	2.14717721524	445.085139536	1.42732567443	445.085139536	23.5387014163618	0.000704138028554803	0.303215006429863	6.09826558866598	0.894620691127332	2	1	4	3	3
122	9	10	1.74603174603175	3	3.92971925144343	0.303068288	des	3.8957484	6.0980743	14.78291	0.33333333	0.30306829	6.519618	2.86776084124793	1.58488243875	51	1.14242326715	145.617105931	1.14382434946	145.617105931	1.14383034058	145.617105931	1.08267023101	196.617105931	0.98206096622	196.617105931	1.12758813647	145.617105931	1.18502010214	145.617105931	1.37535922155	196.617105931	7865.89962185658	0.235300960514929	0.861105442120108	5.2812582127327	0.77476502189049	4	4	4	1	1
123	1	8	3.08015267175573	5	2.22519035147772	-2.221321581	Jetzt	NA	NA	NA	NA	NA	NA	3.75637184724116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
123	2	8	2.08677685950413	4	0.602412712321002	-2.552972737	rate	0.40289903	0.6931472	13.161367	0.25	-2.55297274	6.60087	2.15519790556764	1.99968761264	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	2.52871002320595	7.56439728357036e-05	0.0890556862855703	5.2812582127327	0.77476502189049	1	3	1	2	1
123	3	8	2.21004566210046	4	3.08537264749315	-2.221321581	doch	2.9090637	1.0986123	12.925034	0.25	-2.22132158	8.644683	3.93147417935964	1.99830966319	145.617105931	0.825718194727	344.929128334	0.536903727362	344.929128334	0.0915365195667	344.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	811.080014023443	0.024262692829677	0.643011387374004	5.98123522638411	0.877452238545981	3	4	1	2	2
123	4	8	1.68852459016393	4	2.39173058468835	0.390851423	mal	2.4332529	6.7238324	13.64147	0.25	0.39085142	9.553533	3.17257766945465	3.5834782	127.37071	2.2517614	179.07993	1.213352	230.07993	1.1681983	230.07993	1.0436743	230.07993	0.8262727	230.07993	0.77549654	230.07993	0.5067683	230.07993	0.3238924	356.28992	271.177030050291	0.00811200481927316	0.537839485282092	5.87574478144539	0.861976701545132	3	4	3	1	2
123	5	8	1.95569620253165	3	1.30304046137825	-2.221321581	wen	1.2132361	1.6094379	7.918992	0.33333333	-2.22132158	10.50822	11.3749951429492	0	51	1.81329154481	145.617105931	1.15675353478	213.127844419	1.24457254286	196.617105931	1.29360916568	196.617105931	1.76504765568	196.617105931	1.76421458151	196.617105931	1.45650721529	213.127844419	0.801124798782	622.837140282	16.3393998217503	0.000488777718649282	0.268170349062218	6.43428507254595	0.943915032039548	2	5	4	1	3
123	6	8	1.32786885245902	3	3.61337134561253	0.188238256	ich	3.1434738	4.3944492	10.805984	0.33333333	0.18823826	6.342095	3.64128104671551	1.99586003565	51	1.38608328249	387.935098957	0.555486411167	196.617105931	0.161221487464	438.935098957	0.374668240457	358.844427047	0.422198378823	196.617105931	0.486821540013	196.617105931	0.920140209066	438.935098957	1.11185012891	509.978616836	1391.46984809602	0.0416245067347145	0.694824746983654	6.23436879706683	0.914587146276565	4	4	4	1	3
123	7	8	2.957805907173	7	2.21361602658598	-2.552972737	gesehen	2.0344078	5.1298987	11.441795	0.14285714	-2.55297274	10.262459	6.35926427005154	3.99795088064	196.617105931	2.19842892153	348.367118194	0.0756009806591	196.617105931	0.122399631567	196.617105931	0.211350738722	196.617105931	0.116734809113	196.617105931	0.144151014062	196.617105931	0.268725516456	196.617105931	0.48193286024	196.617105931	108.244988841177	0.00323804664052465	0.449679868461627	5.2812582127327	0.77476502189049	3	5	3	2	1
123	8	8	2.57575757575758	5	3.11356234237085	1.510208248	habe	NA	NA	NA	NA	NA	NA	3.85654424017252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
124	1	9	2.09594095940959	3	1.23534661115615	-2.552972737	Sei	NA	NA	NA	NA	NA	NA	14.0158826566765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA
124	2	9	1.19620253164557	2	3.53909994667891	-1.660110015	so	3.3819792	3.0445224	5.398163	0.5	-1.66011002	4.242096	6.02316185829909	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	2409.79001199432	0.0720865929799029	0.747543320368689	5.2812582127327	0.77476502189049	4	5	1	2	1
124	3	9	1.44318181818182	4	1.40408416866209	-0.630127496	lieb	1.0239275	5.4847969	13.067903	0.25	-0.6301275	9.077701	2.70732851451489	1.93258492534	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	10.5664110155099	0.000316084209139472	0.226326100162535	5.2812582127327	0.77476502189049	2	3	1	2	1
124	4	9	1.93258426966292	3	4.4285899164761	0.596961625	und	4.3648511	5.8141305	11.816077	0.33333333	0.59696163	9.792072	1.75646737396151	1.99672911784	51	1.47326064298	145.617105931	0.573015083715	196.617105931	0.223835843681	196.617105931	0.0917156614834	196.617105931	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	23166.0025599907	0.692989094154058	0.964794604357391	5.98123522638411	0.877452238545981	5	2	1	1	2
124	5	9	1.87254901960784	4	0.474437726933646	-2.552972737	lies	0.25620788	3.2580965	8.410053	0.25	-2.55297274	10.283644	14.3129789450726	0	395.929128334	0	395.929128334	0.13936294385	395.929128334	0.117309398695	395.929128334	0.106469247689	636.341101776	0.14803879604	636.341101776	0.0547531675464	636.341101776	0	636.341101776	0	636.341101776	1.80388098241976	5.39613964356438e-05	0.0566314805602065	6.45573474311722	0.947061716753738	1	5	1	3	3
124	6	9	1.77142857142857	3	3.13665399136675	0.188238256	mir	2.5901851	2.3978953	10.070822	0.33333333	0.18823826	8.383044	5.0023937278426	1.99761146317	167.925658896	0.289404356101	218.925658896	0.490933532887	218.925658896	0.557315170755	218.925658896	0.466538131911	218.925658896	0.447966343432	218.925658896	0.352935777333	218.925658896	0.299312438725	218.925658896	0.0857715781659	487.20099201	389.210994683001	0.0116428794282357	0.572527344350168	6.18867675253893	0.907884084912603	3	5	2	2	3
124	7	9	1.5177304964539	3	4.47080726130185	-1.211771184	die	4.4840591	8.7021779	12.531823	0.33333333	-1.21177118	9.973534	2.73746305700068	1.58450904843	51	1.74959136595	407.50576335	1.39356042361	407.50576335	1.46898127728	407.50576335	1.48605734869	407.50576335	1.05619673566	407.50576335	1.10900135228	407.50576335	0.640036728647	407.50576335	0.544782174072	407.50576335	30483.0978387079	0.911873090903439	0.991144010685647	6.01005507577109	0.881680134691515	5	3	3	1	3
124	8	9	2.95890410958904	7	1.72287403415436	-2.552972737	Angaben	2.3841598	5.9532433	15.822097	0.14285714	-2.55297274	5.372521	0.888591136708634	5.45324250013	329.841252523	1.80254375525	250.48065442	1.62754727154	429.810249071	1.55495777277	429.810249071	1.62241475303	429.810249071	1.96388181429	429.810249071	1.93145153648	429.810249071	1.75845131785	429.810249071	1.19485059087	429.810249071	242.192003578497	0.0072449451188909	0.526988082357677	6.06334383006416	0.889497639767645	3	1	4	3	3
124	9	9	1.73333333333333	4	3.31234663903085	0.337878395	vor	NA	NA	NA	NA	NA	NA	1.29534718411408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
125	1	8	2.94642857142857	5	1.69357043404826	-2.552972737	Bitte	NA	NA	NA	NA	NA	NA	2.97702566477906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
125	2	8	2.26359832635983	4	0.230905967341931	-2.552972737	wirf	0.075284115	0.6931472	5.549076	0.25	-2.55297274	6.60087	11.2292357025802	1.99968761264	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	1.18927999874341	3.55761882910309e-05	0.0166405923780129	5.2812582127327	0.77476502189049	1	5	1	2	1
125	3	8	1.52439024390244	3	4.07494071589607	-0.642009139	den	4.0796515	2.0794415	8.074649	0.33333333	-0.64200914	8.730829	6.40082798513746	1.99977752005	51	0.99198399359	196.617105931	0.294645830842	196.617105931	0.0902407824395	344.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	12013.0006341593	0.359357571768374	0.901754874263302	5.98123522638411	0.877452238545981	5	5	1	1	2
125	4	8	1.56410256410256	4	1.17563356110481	0.012048583	Ball	1.5391514	5.6489742	15.822097	0.25	0.01204858	9.633812	0.70263693500973	3.99160811009	344.929128334	1.77175576034	429.297861383	1.29511768231	429.297861383	0.619592963592	429.297861383	0.614911852003	429.297861383	0.523698592038	429.297861383	0.416830868918	429.297861383	0.204659816578	429.297861383	0.0657567168162	429.297861383	34.6059997254519	0.00103520580816365	0.340209764775051	6.06215099358056	0.889322649652202	2	1	2	3	3
125	5	8	2.6968085106383	5	3.90887785085892	-0.258628206	nicht	3.8499069	2.4849066	12.006932	0.2	-0.25862821	6.586956	8.71821666012954	0	51	1.00688955408	196.617105931	1.3488566796	196.617105931	1.49095681881	196.617105931	0.910180293219	196.617105931	0.758006783463	196.617105931	0.589929395063	215.098116321	0.553426740449	395.929128334	0.253823904424	636.341101776	7077.94037836074	0.211729903705864	0.850972763858609	6.45573474311722	0.947061716753738	4	5	3	1	3
125	6	8	2.93427230046948	6	3.1095684233719	-2.203367721	wieder	3.0419648	7.9294865	12.151775	0.16666667	-2.20336772	9.04095	0.849157608110664	5.54814014507	307.292374829	0.228322406421	196.617105931	0.832133568906	196.617105931	0.680270413253	196.617105931	1.06413742513	196.617105931	1.08998739604	196.617105931	1.20375980075	196.617105931	0.829888172887	196.617105931	0.771671682974	201.832976238	1101.4500323021	0.0329488377705374	0.672387478621003	5.30744050506501	0.778605986197647	4	1	3	3	1
125	7	8	2.30964467005076	4	1.98002292576418	-2.552972737	aufs	1.8614024	5.0562458	11.955352	0.25	-2.55297274	10.079976	5.95036972741263	0	51	0.415034980067	218.925658896	0.187849099523	422.57079941	0.287961878498	422.57079941	0.503510211984	422.57079941	0.619824224798	422.57079941	0.729471165054	422.57079941	1.03114090008	422.57079941	1.14910817764	422.57079941	72.6779050128682	0.00217409090884182	0.411439233759405	6.04635700532656	0.887005658290968	2	5	4	1	3
125	8	8	1.91304347826087	5	1.42546900622051	0.060313027	Dach	NA	NA	NA	NA	NA	NA	0.444902926913822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
126	1	6	2.98233215547703	5	1.69357043404826	-2.552972737	Bitte	NA	NA	NA	NA	NA	NA	2.97702566477906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
126	2	6	2.3768115942029	4	0.499270454905723	-2.221321581	hilf	0.27148357	1.6094379	5.549076	0.25	-2.22132158	6.60087	2.19686581584479	1.99968761264	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	1.86845898936279	5.58931865413317e-05	0.0600079767916212	5.2812582127327	0.77476502189049	1	3	1	2	1
126	3	6	2.71020408163265	6	1.46654140644953	-1.868830714	deiner	0.81500761	0.6931472	6.637258	0.16666667	-1.86883071	8.730829	6.16231392457238	0	196.617105931	0.299362434075	196.617105931	0	395.929128334	0	395.929128334	0	395.929128334	0	395.929128334	0	395.929128334	0	395.929128334	0	395.929128334	6.53141997340554	0.000195381261794691	0.180147026009252	5.98123522638411	0.877452238545981	1	5	1	2	2
126	4	6	4.15028901734104	9	1.80755126307313	-0.093293728	Schwester	1.4855156	3.4339872	13.757741	0.11111111	-0.09329373	3.836757	0.348661172827988	1.86488253956	196.617105931	0.871347243239	196.617105931	0.375452925921	196.617105931	0.275866208754	196.617105931	0.222794029476	196.617105931	0.172606262817	196.617105931	0.0777594559628	196.617105931	0.0463923980223	196.617105931	3.20342650381e-16	429.297861383	30.5855010865882	0.000914936387378661	0.328354256017744	6.06215099358056	0.889322649652202	2	1	1	2	3
126	5	6	2.3	4	2.65826330983051	-0.337878395	beim	2.8082758	1.6094379	13.131097	0.25	-0.3378784	6.627959	4.39142553961548	1.90930487102	145.617105931	2.11458219452	145.617105931	1.36119687943	196.617105931	0.79732918581	215.098116321	0.413562959491	395.929128334	0.301991653996	395.929128334	0.310823243099	395.929128334	0.203162202	395.929128334	0.0924876811366	395.929128334	643.095987682748	0.0192376092856028	0.620733508959203	5.98123522638411	0.877452238545981	3	5	2	2	2
126	6	6	3.64620938628159	10	0.359844964648638	-0.664568957	Aufräumen	NA	NA	NA	NA	NA	NA	0.475350009695704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
127	1	8	2.13364055299539	3	3.6967764986441	-1.066756246	Die	NA	NA	NA	NA	NA	NA	2.04559655167458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
127	2	8	4.80670103092783	11	0.278268291531885	-2.552972737	streikenden	0.45829783	2.1972246	14.873254	0.09090909	-2.55297274	6.61735	2.62850907915454	1.66602285012	51	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	2.8727499780347	8.59356032554179e-05	0.101300883682539	5.2812582127327	0.77476502189049	1	3	1	1	1
127	3	8	2.77522935779817	6	1.23664808816573	-2.552972737	Fahrer	1.6271251	0.6931472	15.500497	0.16666667	-2.55297274	6.601872	0.202753808673583	0.830328985443	395.929128334	0.965176577344	395.929128334	0.191662370409	395.929128334	0.0636892054533	395.929128334	0.0636892054533	395.929128334	0.00862355007003	395.929128334	0.00862355007003	395.929128334	0.00289740809706	395.929128334	0	395.929128334	42.376501542176	0.0012676530334089	0.359655227894138	5.98123522638411	0.877452238545981	2	1	1	3	2
127	4	8	3.39351851851852	6	2.73580482141606	-2.215395751	konnte	2.5649216	1.6094379	12.032136	0.16666667	-2.21539575	6.428349	4.46344884375336	1.37613952112	196.617105931	1.31537105085	196.617105931	1.34876114379	196.617105931	1.02059558337	196.617105931	0.598397364772	196.617105931	0.496987826838	196.617105931	0.416852460498	196.617105931	0.270116638671	344.929128334	0.101863192115	395.929128334	367.216003700298	0.0109849200397932	0.566943170244622	5.98123522638411	0.877452238545981	3	5	2	2	2
127	5	8	1.79761904761905	3	3.41987647838454	-0.855859062	man	3.2771185	7.7664169	10.904836	0.33333333	-0.85585906	13.933217	6.20673720080599	1.94889545492	145.617105931	1.02051268222	196.617105931	1.26583490061	196.617105931	1.27260035993	196.617105931	1.44158508817	196.617105931	1.3999242026	196.617105931	1.23511508715	196.617105931	0.794617039214	352.431851041	0.468110384674	429.297861383	1892.86002703596	0.0566231205448249	0.724365201516218	6.06215099358056	0.889322649652202	4	5	3	2	3
127	6	8	5.3984375	13	0.1595007206395	-2.215395751	kilometerweit	0.22825326	0.6931472	10.730422	0.07692308	-2.21539575	6.318473	4.81292106474769	1.58422889491	51	1.62525078345	196.617105931	1.29138179671	196.617105931	1.4240538412	196.617105931	1.49824994663	196.617105931	1.51122325485	196.617105931	1.51762780787	196.617105931	1.58476011041	196.617105931	1.37295287264	395.929128334	1.69142700432537	5.05974418555715e-05	0.0504524687394227	5.98123522638411	0.877452238545981	1	5	4	1	2
127	7	8	2.90232558139535	5	0.140462788578142	-1.862855675	hupen	0.10170515	0.6931472	11.420481	0.2	-1.86285567	3.53065	2.7124839577637	4.7690885708	325.762500828	2.29462652052	218.925658896	1.98398251736	218.925658896	1.76756380382	218.925658896	1.42321849708	218.925658896	1.43773768056	218.925658896	1.49690109884	218.925658896	1.4900027014	218.925658896	1.63394599174	218.925658896	1.26387798760345	3.78077166952933e-05	0.0224806248156688	5.38873221509201	0.790531548433316	1	3	4	3	1
127	8	8	2.8848167539267	6	2.03039325147208	2.552972737	hören	NA	NA	NA	NA	NA	NA	7.17605289517234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA
128	1	9	2.1953488372093	3	3.6967764986441	-0.966418045	Die	NA	NA	NA	NA	NA	NA	2.04559655167458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
128	2	9	3.17674418604651	7	0.910166393603143	-2.552972737	Gärtner	0.88683239	1.7917595	15.822097	0.14285714	-2.55297274	6.61735	1.17344818178616	0.544266065392	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	7.70606006846032	0.000230519511189297	0.196022976555001	5.2812582127327	0.77476502189049	1	1	1	2	1
128	3	9	2.372	5	0.156384972737364	-2.552972737	mähen	0.17055301	0.6931472	14.315436	0.2	-2.55297274	6.586956	4.2625908074412	0.344430885517	196.617105931	0.265168553075	196.617105931	0.17101849506	196.617105931	0.131553774163	395.929128334	0.107511373828	395.929128334	0.0508262924124	395.929128334	0.0400831925315	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	1.48099301429587	4.43025077273321e-05	0.0376985652053313	5.98123522638411	0.877452238545981	1	4	1	2	2
128	4	9	1.79041916167665	3	4.07494071589607	0.197947518	den	4.0796515	0.6931472	13.279692	0.33333333	0.19794752	10.592385	1.6082528689256	1.42976556915	51	0.505708013244	196.617105931	0.290665626116	196.617105931	0.235219174306	196.617105931	0.223944510197	196.617105931	0.240327358244	196.617105931	0.19729881487	196.617105931	0.14513973119	395.929128334	0.0425397153073	429.297861383	12013.0006341593	0.359357571768374	0.901754874263302	6.06215099358056	0.889322649652202	5	2	2	1	3
128	5	9	1.91160220994475	5	0.923732454718567	0.966418045	Rasen	1.099432	4.9836066	15.822097	0.2	0.96641805	6.54856	5.27636043896922	1.27525819246	371.57079941	0.86416742145	371.57079941	0.625523651354	371.57079941	0.619676986658	371.57079941	0.546883351745	371.57079941	0.494371500418	371.57079941	0.444711659773	371.57079941	0.376346907776	371.57079941	0.314274284829	422.57079941	12.5727997935374	0.000376103435080828	0.243015405830878	6.04635700532656	0.887005658290968	2	5	3	3	3
128	6	9	1.25619834710744	2	3.71737921171809	-1.145003293	im	3.8291905	2.6390573	13.131097	0.5	-1.14500329	6.586956	2.46671022202785	1.54606205275	167.925658896	1.07767593778	218.925658896	0.803806221621	218.925658896	0.713335302625	218.925658896	0.621064969852	218.925658896	0.62631509302	218.925658896	0.625140027183	218.925658896	0.575734248362	422.893369667	0.501648251962	422.893369667	6748.23969232992	0.201867218973667	0.846393668149775	6.047120066103	0.887117599948684	4	3	3	2	3
128	7	9	1.89417989417989	4	1.28598014642917	-0.426387648	Park	1.5042207	5.9026333	13.858854	0.25	-0.42638765	6.520961	1.35218532493807	1.27248061828	145.617105931	1.64946634048	145.617105931	1.52034961018	196.617105931	0.956946638761	196.617105931	1.0446518434	196.617105931	0.920402768821	196.617105931	0.947953265541	196.617105931	0.798725270425	394.085139536	0.672099897617	445.085139536	31.9316014467263	0.000955203708717199	0.332488779542262	6.09826558866598	0.894620691127332	2	2	3	2	3
128	8	9	2.92523364485981	5	2.26210921528462	-1.516273254	jeden	2.1956423	0.6931472	11.383716	0.2	-1.51627325	6.621548	7.57676946151897	1.58070267012	51	1.90640506487	241.234211861	2.11966230541	241.234211861	2.44759300395	241.234211861	1.73710090732	241.234211861	1.49306710408	449.036814794	1.30080136398	449.036814794	1.22577101649	449.036814794	1.01257963231	449.036814794	156.906993155605	0.00469372455484107	0.485318696012071	6.10710487724071	0.895917422195997	3	5	4	1	3
128	9	9	3.67307692307692	9	1.49340227926249	-2.227184776	Mittwoch	NA	NA	NA	NA	NA	NA	0.961040181622032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
